ENSG_ID	c_12h_rep2	c_12h_rep1	c_24h_rep2	c_24h_rep1	t_12h_rep1	t_12h_rep2	t_24h_rep1	t_24h_rep2
AFFX-BioB-3_at	8.244615012	7.454426725	8.235939664	8.289788747	7.833165379	7.960452273	8.379067066	8.352790809
AFFX-BioB-5_at	8.2684239	7.855371845	8.24381181	8.29160258	7.902274317	7.979848584	8.264924005	8.311172916
AFFX-BioB-M_at	8.37209907	7.630827716	8.331003848	8.4004524	7.975429466	8.133721635	8.547554713	8.330100384
AFFX-BioC-3_at	8.869811739	8.422341285	8.837411432	8.85467508	8.598968588	8.635391578	8.870099538	8.892412353
AFFX-BioC-5_at	9.053074017	8.465046433	9.058976226	9.097648148	8.741034813	8.872603271	9.124649914	9.023306487
AFFX-BioDn-3_at	11.84858872	11.45598994	11.84189164	11.88374694	11.57056333	11.64990466	11.9252896	11.8184762
AFFX-BioDn-5_at	9.742802223	9.093119963	9.661536029	9.725752474	9.363356395	9.561215912	9.853527839	9.637775469
AFFX-CreX-3_at	12.84864719	12.45710622	12.78989165	12.87846315	12.60443353	12.75845716	12.86614058	12.73458936
AFFX-CreX-5_at	12.62770312	12.06271612	12.49623617	12.5797256	12.3368577	12.4763716	12.51876052	12.28832642
AFFX-DapX-3_at	2.683571512	2.65240567	2.70173483	2.675137298	2.666691983	2.538220569	2.846370886	2.725525269
AFFX-DapX-5_at	2.604617834	2.471579238	2.500191584	2.562174039	2.569984985	2.589094318	2.512878251	2.641929551
AFFX-DapX-M_at	2.615082895	2.718972351	2.966593457	2.715276723	2.694753091	2.59490164	2.498313697	2.722564142
AFFX-HSAC07/X00351_3_at	13.13641015	13.08957768	13.03864808	13.01897856	13.10300389	13.08446762	12.9441275	12.92093269
AFFX-HSAC07/X00351_5_at	12.95012873	12.99711317	12.94466915	12.75458471	12.92501554	12.9151522	12.80963806	12.78876166
AFFX-HSAC07/X00351_M_at	13.05745281	13.09417279	13.0022693	12.90869634	13.0203789	13.02659597	12.89318478	12.93439859
AFFX-hum_alu_at	13.46277188	13.50006608	13.45196405	13.4597081	13.49773951	13.51865738	13.47351691	13.46595316
AFFX-HUMGAPDH/M33197_3_at	13.27867418	13.2267964	13.27204307	13.24922071	13.28817146	13.32130351	13.27661609	13.27991391
AFFX-HUMGAPDH/M33197_5_at	13.27372702	13.26068801	13.35940512	13.30818448	13.28550809	13.30558323	13.32248471	13.30928836
AFFX-HUMGAPDH/M33197_M_at	13.31480977	13.32883356	13.38856702	13.31721272	13.34280763	13.3273598	13.3498032	13.351493
AFFX-HUMISGF3A/M97935_3_at	10.13964871	10.22970342	10.31245425	10.15221462	10.05001455	9.89676307	9.959964899	9.905398627
AFFX-HUMISGF3A/M97935_5_at	7.5445258	8.038057209	8.364492948	7.821492006	7.382723363	7.160325915	7.775539494	7.994614965
AFFX-HUMISGF3A/M97935_MA_at	8.271248203	8.683623534	8.862552223	8.449642066	8.17502803	7.964033118	8.386301993	8.568005369
AFFX-HUMISGF3A/M97935_MB_at	8.332942415	8.57865819	8.686678173	8.420449866	8.10206739	8.065744004	8.296319753	8.440851668
AFFX-HUMRGE/M10098_3_at	9.83882762	9.177688026	9.018680637	9.04044506	8.867566738	8.817318029	8.574587808	9.327413667
AFFX-HUMRGE/M10098_5_at	10.87190088	10.25686773	9.957284192	9.692291055	9.4510974	9.890773794	9.432895225	11.18740939
AFFX-HUMRGE/M10098_M_at	8.935555861	8.887052087	8.836000896	8.590383329	8.350390297	8.59743156	8.151618865	9.159524201
AFFX-LysX-3_at	2.625344919	2.384793056	2.556975112	2.443737375	2.624887437	2.560183805	2.738658986	2.459578004
AFFX-LysX-5_at	2.814679142	2.559421353	2.452698826	2.62838012	2.613273253	2.395234867	2.565276756	2.65685849
AFFX-LysX-M_at	3.011829004	2.955573443	2.975069044	2.865840695	2.959902888	2.91027416	2.758667425	2.799406871
AFFX-M27830_3_at	5.309313372	5.248886229	5.194202682	4.894320051	5.054143631	5.075956428	4.835829213	4.782009299
AFFX-M27830_5_at	9.12290589	8.51872069	9.141096642	8.814195843	9.111695003	9.300000545	8.41560389	8.145787679
AFFX-M27830_M_at	9.848009136	9.641053127	9.940861144	9.427270184	9.486346433	9.576773533	9.498097889	9.56037127
AFFX-PheX-3_at	4.356323872	4.280282393	4.271248753	4.240339721	4.370613508	4.339393137	4.32179499	4.334418648
AFFX-PheX-5_at	2.704463367	2.800157538	2.807639539	2.753147346	2.921824708	2.758941401	2.716771461	2.756399455
AFFX-PheX-M_at	2.659683972	2.54001307	2.611214865	2.485849808	2.564946585	2.561547232	2.688562954	2.698923596
AFFX-r2-Bs-dap-3_at	2.47421422	2.404322122	2.571501338	2.510496805	2.409931041	2.468455432	2.783587732	2.449341647
AFFX-r2-Bs-dap-5_at	2.481651909	2.557269729	2.319696391	2.557269729	2.880312942	2.74000163	2.806829194	2.726579692
AFFX-r2-Bs-dap-M_at	2.485856392	2.557372867	2.642262435	2.585812849	2.430728657	2.390470283	2.591217991	2.495296325
AFFX-r2-Bs-lys-3_at	2.862461532	2.676588959	2.512541125	2.86988387	2.739261197	2.610698269	2.62000904	2.722976836
AFFX-r2-Bs-lys-5_at	2.711876021	2.591165571	2.623615246	2.595654682	2.507601306	2.649422186	2.680610507	2.608111574
AFFX-r2-Bs-lys-M_at	2.41143104	2.578051022	2.559006937	2.651340702	2.38406952	2.416035319	2.265535729	2.570991948
AFFX-r2-Bs-phe-3_at	2.780384515	2.647515919	2.970355585	2.774208666	2.805197556	2.889799537	2.742902252	2.773675527
AFFX-r2-Bs-phe-5_at	2.617080819	2.572169622	2.579094755	2.665048485	2.55792306	2.488406005	2.582194351	2.871224555
AFFX-r2-Bs-phe-M_at	2.813409508	2.863435173	2.801330842	2.910548897	2.777932744	2.748162041	2.681472954	2.759512629
AFFX-r2-Bs-thr-3_s_at	3.06283222	3.264058581	3.072762103	3.175985057	3.118199547	3.067533514	2.931001928	3.340867847
AFFX-r2-Bs-thr-5_s_at	3.101220766	3.343103299	2.760643868	3.187490058	3.04011941	2.936092544	3.038003462	3.165963747
AFFX-r2-Bs-thr-M_s_at	3.068204953	3.04485022	3.27371749	2.83176239	2.92751619	3.206804659	3.10012018	2.759731148
AFFX-r2-Ec-bioB-3_at	8.218586814	7.888283301	8.33700083	8.39625325	7.884605501	8.058857636	8.365208855	8.476592972
AFFX-r2-Ec-bioB-5_at	8.151603839	7.755365634	8.193257148	8.212480109	7.772504199	7.838285413	8.1639175	8.244900609
AFFX-r2-Ec-bioB-M_at	8.746693136	8.39805208	8.878826307	8.806926467	8.278115986	8.462930388	8.822304034	8.899037753
AFFX-r2-Ec-bioC-3_at	9.68835836	9.446184058	9.722447077	9.659398949	9.296212407	9.365220604	9.613126276	9.68611734
AFFX-r2-Ec-bioC-5_at	9.379409605	9.045458193	9.439866014	9.388939105	8.952985193	9.138833732	9.379409605	9.451063203
AFFX-r2-Ec-bioD-3_at	11.29479714	11.02961924	11.36140212	11.35968475	10.93382211	11.09987905	11.2654082	11.19959635
AFFX-r2-Ec-bioD-5_at	11.52436603	11.22355606	11.54354095	11.53102248	11.21773515	11.35207281	11.65211715	11.53791486
AFFX-r2-P1-cre-3_at	13.44856893	13.20700495	13.46511059	13.48663278	13.28013599	13.31026843	13.3872839	13.32024231
AFFX-r2-P1-cre-5_at	13.27360004	13.10550834	13.28401725	13.28401725	13.14884638	13.21537159	13.35568606	13.19915521
AFFX-ThrX-3_at	3.361577725	3.394844514	3.302051863	3.429557026	3.317553952	3.193733274	3.357754731	3.536682733
AFFX-ThrX-5_at	3.233611581	3.217774973	3.259800911	3.266514322	3.326131657	3.269119498	3.267829143	3.088697039
AFFX-ThrX-M_at	2.770333981	2.64954691	2.821221073	2.864530777	2.564140776	2.739358192	2.810858052	2.773426982
AFFX-TrpnX-3_at	2.516696768	2.580244855	2.609062698	2.536137837	2.531921854	2.499981152	2.601949551	2.561998476
AFFX-TrpnX-5_at	3.282308755	3.248778385	3.204969073	3.129769686	3.12989074	3.337182787	3.266417912	3.4909669
AFFX-TrpnX-M_at	2.848080915	3.10506642	2.911420207	2.957961543	2.86338074	2.838737144	2.994319581	2.965840427
ENSG00000000003	7.798495106	7.745799558	7.950294577	7.888466996	7.894221502	7.776243435	7.970638385	8.010673555
ENSG00000000005	2.976674345	3.184308544	3.187928487	3.202278251	2.906540809	2.954610198	2.873670328	3.206513507
ENSG00000000419	11.37051115	11.31261629	11.31173799	11.35331599	11.38359931	11.4318515	11.39251268	11.09946501
ENSG00000000457	6.199302192	6.184554987	6.112005631	6.302698165	5.987168899	5.892331206	5.945896452	6.164129106
ENSG00000000460	5.914084048	6.140214441	6.427317923	6.607747691	6.433991615	6.310317137	6.809866805	7.05537751
ENSG00000000938	3.840927684	3.682559632	3.689484765	3.454018521	3.447935453	3.599828688	3.487886432	3.641553628
ENSG00000000971	3.314234193	3.175476642	3.106133285	3.128633926	3.175476642	3.167398234	3.152055284	3.093198124
ENSG00000001036	10.10630544	10.16915079	10.03196824	10.06356645	10.05918897	10.07545855	10.17361328	10.25293342
ENSG00000001084	7.204749649	7.174460301	7.233245349	7.232506846	7.257897165	7.183434735	7.205009121	7.201108816
ENSG00000001167	6.319479712	6.355124523	6.599337751	6.497774355	6.596157723	6.591910539	6.799489649	6.910176934
ENSG00000001460	4.174403547	4.238574847	4.200627666	4.042864784	4.122806682	4.101156233	4.084330503	4.095513012
ENSG00000001461	5.579164124	5.606607674	5.463721287	5.656169247	5.27990733	5.385160424	5.135835452	5.217575769
ENSG00000001497	6.76787013	6.765577677	6.782929926	6.786275218	6.981827049	6.942284547	7.200352159	7.089507629
ENSG00000001561	4.07229399	4.194782247	4.223603561	4.148314904	4.093482141	4.025401838	3.905726045	4.164154729
ENSG00000001617	7.196373734	7.170157574	7.177311018	7.152824676	7.033193654	7.054348855	6.976082183	6.984894461
ENSG00000001626	2.616115059	2.623090643	2.644751035	2.52316352	2.555479967	2.612007395	2.614329667	2.772196884
ENSG00000001629	8.390333987	8.345584569	8.348356109	8.40876992	8.288208398	8.238349956	8.133020682	8.279406348
ENSG00000001631	3.811066476	3.655908637	3.748485778	3.71862801	3.757323845	4.056301882	4.107944769	4.056700879
ENSG00000002016	3.914838859	3.977233062	3.982605775	3.958205871	4.167549161	4.08471718	4.003040288	4.089047753
ENSG00000002079	3.009818371	2.50157381	2.81712229	2.929460692	2.657283908	2.531976514	2.643836566	2.840466482
ENSG00000002330	6.934266105	6.899008396	7.111119727	7.146389313	6.637862757	6.695176408	6.816278443	6.958488306
ENSG00000002549	9.577884693	9.683896281	9.698733855	9.659644962	9.70153999	9.669551815	9.673182271	9.844518613
ENSG00000002586	10.30288304	10.33677514	10.31200473	10.27459184	10.17230403	10.20646038	10.09855488	10.16514266
ENSG00000002587	3.398146299	3.398146299	3.469010968	3.230636574	3.398146299	3.314673819	3.42936514	3.352802174
ENSG00000002726	3.706321518	3.654803904	3.722418165	4.044483479	3.795337664	3.755924334	3.73743385	3.895390432
ENSG00000002745	2.831902187	2.846951998	2.851318344	2.870823149	2.891172015	2.823265022	2.86474289	2.797553959
ENSG00000002746	3.519643593	3.514683526	3.573073514	3.446059951	3.421932831	3.43988529	3.43316449	3.458423619
ENSG00000002822	6.824045277	6.732522917	6.551650134	6.615602558	6.819254512	6.848180701	6.668736836	6.713655871
ENSG00000002834	10.24484132	10.10030244	9.804263837	9.990438898	10.16231982	10.08570457	9.843617364	9.869141076
ENSG00000002919	7.974203506	7.894662893	7.931436945	7.885657813	7.874910949	7.90165422	7.875468489	7.820486319
ENSG00000002933	5.390007814	5.292395449	5.147514354	5.244180277	5.23702637	5.294949276	5.580359933	5.013171515
ENSG00000003056	8.669607335	8.697080033	8.825937843	8.621158283	8.722973857	8.677231979	8.863896256	8.976589992
ENSG00000003096	5.753741249	5.605164006	5.530319312	5.623257223	5.614416895	5.901260805	5.770823503	6.016949385
ENSG00000003137	4.181869743	4.307593255	4.201963618	4.146979116	4.211810611	4.188406828	4.131739201	4.295960638
ENSG00000003147	6.409417205	6.419266139	6.422349806	6.484414159	6.421742506	6.28943458	6.279039661	6.265116897
ENSG00000003249	8.287740266	8.100134082	7.856842557	8.002745845	8.217484416	8.327171921	8.101015685	7.990929671
ENSG00000003393	4.91705147	4.875484432	4.969979841	5.033638396	4.969979841	5.050984962	4.961007131	5.092819403
ENSG00000003400	4.969973347	5.112488903	5.009025251	4.77200501	5.045984923	4.964332289	4.813184119	4.693113853
ENSG00000003402	5.878557453	5.988425596	6.059482089	5.915297021	5.847209362	5.742437578	5.8324158	5.896517292
ENSG00000003436	6.268992497	6.14446817	6.54904809	6.439784597	5.347013399	5.38695019	5.434233192	5.370012624
ENSG00000003509	5.291053086	5.04759841	5.236276807	5.373748855	5.299607463	5.364417182	5.474423672	5.477528599
ENSG00000003756	6.043770019	6.038370124	6.027856634	6.027673787	5.828326271	5.695175656	5.784980659	5.910941464
ENSG00000003987	2.844835315	3.029852154	3.018685136	3.213276178	3.049622194	2.920880756	2.870265145	3.031615225
ENSG00000003989	9.201254394	9.141842404	9.352389964	9.292664046	9.540078916	9.584036421	9.502736417	9.53708596
ENSG00000004059	9.921127832	9.805402612	9.666856817	9.81885798	9.999521998	9.937743983	9.75036294	9.849817664
ENSG00000004139	5.13798932	5.182828067	5.040317453	5.036528223	5.004665532	4.9765675	5.177651017	4.981304589
ENSG00000004142	8.740714342	8.766856417	8.523158711	8.454657239	8.91354731	8.910649235	8.807461791	8.832352209
ENSG00000004399	6.88161391	7.020621211	6.594904342	6.637168916	7.094197868	7.049615582	6.832937206	6.947415437
ENSG00000004455	5.112103193	5.125598749	5.098308258	5.089602314	5.448406321	5.415038672	5.31797728	5.293291034
ENSG00000004468	4.915957109	5.052699649	5.136608527	4.914313158	5.140026342	4.951423437	5.067975274	4.999865987
ENSG00000004478	10.18323618	10.25420574	9.961915679	10.02249465	10.8599643	10.80878493	10.85236706	10.81827451
ENSG00000004487	7.976913551	8.140509308	7.927467442	8.015461822	8.113693924	8.093332553	8.216273177	8.302693821
ENSG00000004534	6.700225398	6.337102339	6.721656638	6.878533123	6.383362774	6.732991831	6.950956593	6.980074017
ENSG00000004660	5.463949674	5.481488021	5.503875614	5.304116406	5.561581434	5.4244092	5.632015544	5.477637216
ENSG00000004700	7.176980995	6.965019989	7.302060559	7.300775455	7.308823527	7.299033637	7.16216508	7.45002416
ENSG00000004766	3.60981439	3.524861952	3.60529424	3.692378702	3.665040006	3.567617896	3.643279146	3.735184951
ENSG00000004776	3.922238425	4.030949863	4.112478448	3.696178237	3.818676574	3.891413717	3.860769312	3.731535745
ENSG00000004777	4.912303449	5.134688866	5.007607451	4.966665806	4.867352387	5.034104994	4.857286372	4.904487875
ENSG00000004779	11.94425257	11.99255575	11.88055717	11.93747081	12.03217286	12.05063789	12.04962883	12.0672649
ENSG00000004799	3.408178553	3.422009034	3.282200454	3.439352587	3.092502329	3.267092696	3.225195793	3.451029711
ENSG00000004809	3.188991193	3.115500189	2.81559019	3.030814802	3.066246485	3.091006185	2.87897019	2.836239161
ENSG00000004838	4.995370542	4.885419811	4.922786233	4.945614355	4.836419218	4.920560414	4.857559538	4.995370542
ENSG00000004846	2.999772985	3.047850491	3.038003462	2.832961663	2.954029254	3.077260289	2.812569644	2.926730641
ENSG00000004848	6.323084351	6.305835936	6.034802864	6.259665248	6.263095225	6.386540556	6.3175733	6.068004798
ENSG00000004864	7.308276171	7.314057329	7.458457094	7.224992814	7.45294594	7.479519572	7.684146674	7.459388442
ENSG00000004866	5.288402926	5.367554527	5.392322618	5.360186591	5.244795419	5.447959502	5.473269767	5.437014305
ENSG00000004897	7.71276232	7.636628109	7.984063775	7.859410813	7.733984788	7.685456315	8.17893026	8.175213527
ENSG00000004939	3.00547642	3.166237966	3.033323161	2.804913667	2.938759705	3.025333239	2.980448092	2.90500499
ENSG00000004948	3.23800432	3.284645664	3.21267887	3.063182361	3.038324376	3.052390879	3.045645955	2.891689592
ENSG00000004961	8.736464166	8.670185087	8.753669329	8.789855752	8.949213461	8.958982537	9.064621255	9.047282175
ENSG00000004975	6.519696291	6.513458162	6.438638586	6.454195121	6.561813045	6.55534448	6.453330171	6.55254366
ENSG00000005001	6.916515311	7.217176138	7.061923977	6.881581792	6.80301229	6.750395135	6.558828312	6.674465219
ENSG00000005007	7.194362801	7.159708014	7.144258363	7.216181746	7.350106131	7.390809827	7.106465974	7.252990418
ENSG00000005020	6.416297097	6.265851549	6.552043328	6.774371984	6.328240614	6.431784267	6.591021363	6.670165869
ENSG00000005022	12.47078264	12.62654825	12.60942192	12.62073262	12.52703961	12.59531712	12.60025337	12.7541418
ENSG00000005059	8.019766943	7.97304302	8.186670913	8.381168946	8.006593121	8.05010028	8.264033332	8.245385373
ENSG00000005073	4.775187224	4.673380755	4.792716737	4.665230377	5.02326956	4.844041041	4.744020854	4.982850408
ENSG00000005075	9.05409819	8.999283914	8.972502495	8.987929208	9.05915648	9.061272432	8.961970741	9.077419456
ENSG00000005102	3.445382819	3.50923794	3.325068979	3.332806354	3.359100712	3.188750816	3.349951602	3.491733205
ENSG00000005108	2.648216865	2.693865382	2.584260403	2.542840019	2.622879991	2.610443449	2.56723523	2.5900988
ENSG00000005156	6.223827118	6.277380288	6.104901527	6.172512589	6.156343242	6.172875771	6.256462327	6.472926803
ENSG00000005175	7.459907647	7.283263231	7.761905132	7.630449899	7.663047379	7.663176889	8.045874686	7.915119414
ENSG00000005187	3.889539003	3.869052393	3.571266072	3.820133178	3.827947294	3.860524071	3.81591332	3.8911841
ENSG00000005189	6.29138246	6.29649781	6.232235226	6.246485328	6.561699865	6.60987535	6.807190595	6.780155582
ENSG00000005194	6.379442945	6.34413677	6.330282996	6.346613601	6.51291767	6.429758937	6.48067267	6.491960421
ENSG00000005206	5.390543906	5.459014035	5.338393866	5.290609038	5.371248081	5.377094027	5.237760702	5.237846499
ENSG00000005238	6.497569042	6.705618842	6.356551296	6.465228023	6.282156422	6.191991461	6.086251733	6.374187901
ENSG00000005243	6.106373933	5.992358889	6.043580458	6.003019922	5.845605637	5.775837133	5.702699068	5.752012665
ENSG00000005249	8.13308246	8.054734285	8.121662071	8.172916419	8.138949967	8.204172394	8.110676656	8.099627841
ENSG00000005302	4.786088454	4.823506451	4.708788703	4.729201366	4.764827532	4.766313055	4.88349	4.848173037
ENSG00000005339	6.716850939	6.638543232	6.701890791	6.684180431	6.51668268	6.492260786	6.647226754	6.617092505
ENSG00000005379	4.132965851	4.386642008	4.470795483	4.14363174	4.121546323	4.230278504	4.012188245	4.467179963
ENSG00000005381	3.364622169	3.578557617	3.258102752	3.475165141	3.472555974	3.457961242	3.665104845	3.549272934
ENSG00000005421	3.104188878	3.120633835	3.154961794	2.994937488	3.107613115	3.182693675	3.098633997	3.261945771
ENSG00000005436	6.070184384	5.760186464	5.853614122	5.960482914	6.163827667	6.201163557	6.245673362	6.048883413
ENSG00000005448	9.327807977	9.439642726	9.56920081	9.569101919	9.210999696	9.216548462	9.317716594	9.49603011
ENSG00000005469	4.505369096	4.423411636	4.385246984	4.443901814	4.399644204	4.489272731	4.434764771	4.303315487
ENSG00000005471	3.654363556	3.729813944	3.501965416	3.522211365	3.428153908	3.327815144	3.25615059	3.449605123
ENSG00000005483	7.413975581	7.474315822	7.78805829	7.907929681	7.442979784	7.513474	7.518724382	7.545208406
ENSG00000005486	9.026339358	9.062619157	8.82026877	8.665220959	9.029142813	9.019662313	8.628251191	8.690960805
ENSG00000005513	3.304211851	3.183223223	3.209459954	2.987287794	3.332806354	3.258638852	3.072243619	3.187404754
ENSG00000005700	8.94709631	8.615125421	8.997500024	9.17499145	9.102922426	9.107152168	9.059169461	8.808567571
ENSG00000005801	6.653264828	6.504020977	6.673896169	6.733071598	6.681421836	6.688702478	6.865333715	6.859208827
ENSG00000005810	7.408105419	7.400576827	7.368971172	7.495616464	7.037770683	7.070069132	7.096031044	7.165065105
ENSG00000005812	9.59438392	9.45132083	9.64760048	9.692964949	9.272017617	9.170371361	9.330771104	9.263147067
ENSG00000005844	3.498660153	3.378704749	3.348507631	3.350502958	3.390218682	3.347602363	3.175764088	3.296234478
ENSG00000005882	6.798189909	6.85678626	6.688683925	6.738481977	6.805189634	6.796248393	6.414765845	6.572434289
ENSG00000005884	6.251966235	6.227687323	6.006369389	5.988449599	6.092425088	6.07055622	6.049220074	6.021954676
ENSG00000005889	5.770097767	5.688284643	5.954789345	6.051482305	5.872552217	5.856591359	6.058848389	6.138912598
ENSG00000005893	9.928113266	9.887237475	9.948289527	9.976016465	9.812757183	9.822185452	9.810364124	9.871292847
ENSG00000005955	5.857767829	5.77801315	5.929206707	6.028779293	5.998323656	5.858502867	5.963895422	5.98429329
ENSG00000005961	4.563777105	4.466363661	4.574950709	4.704467831	4.453372329	4.521892271	4.75012428	4.657446344
ENSG00000005981	2.943515605	3.093653545	2.940721863	2.947247646	2.946802228	2.987564578	2.917885674	2.890798598
ENSG00000006007	9.462921148	9.324443657	9.298073306	9.294238349	9.291175352	9.354977955	9.140569335	8.949059814
ENSG00000006015	7.947106879	7.780549559	7.696992425	7.72966768	7.971071531	8.034456365	7.845864103	8.015844136
ENSG00000006016	6.082512373	6.137387016	6.24305129	6.255852963	6.001170289	5.985481135	5.638383472	6.094506557
ENSG00000006025	5.328639518	5.366973746	5.269272141	5.243288306	5.136716375	5.15083241	5.045524656	5.040649735
ENSG00000006042	3.998232589	3.998232589	3.951773969	3.730022582	4.016000414	4.033929716	3.982278863	3.920826436
ENSG00000006047	7.044975864	6.993541199	7.132619289	6.920457815	7.052751032	7.155527781	7.146280023	6.79489353
ENSG00000006062	4.36277976	4.397264376	4.114025217	4.262044653	4.308014468	4.417960065	4.539741365	4.33030201
ENSG00000006071	5.024275614	5.326153686	5.477014687	5.120367277	5.546706738	5.196436417	5.121543452	4.963792653
ENSG00000006074	2.546228777	2.784400493	2.767312928	2.542888695	2.582375762	2.587653107	2.538605786	2.545620249
ENSG00000006114	5.00856156	5.039318492	5.032287414	5.031315238	4.865871535	4.74577436	4.878590911	4.985489412
ENSG00000006116	4.772676145	4.525038297	4.541525959	4.678972892	4.764862891	4.497288202	4.723639688	4.830154952
ENSG00000006118	6.852541306	6.836915685	6.514804057	6.437724084	6.669910323	6.671292669	6.397516134	6.382253091
ENSG00000006125	8.314090786	8.175335761	8.196540711	8.24433132	8.272598123	8.299359052	8.32782483	8.358174767
ENSG00000006128	2.708467849	2.399710294	2.536732019	2.514885431	2.307697876	2.499528374	2.600924043	2.583676663
ENSG00000006194	5.200193753	5.370789721	5.316497643	5.336887287	5.359137762	5.261664992	5.349772499	5.410207685
ENSG00000006210	4.388695842	4.505539983	4.317487316	4.130119504	4.199167808	4.066560871	4.119009549	4.226514205
ENSG00000006282	8.988125783	8.895519119	8.545187606	8.728109487	8.60937541	8.597424447	8.143719527	8.28022273
ENSG00000006283	3.916808441	4.077117092	3.845568507	3.911652727	3.924406118	3.857350163	3.85263897	3.91133719
ENSG00000006327	10.09723932	9.984126578	9.921913237	9.921729725	10.23356929	10.25581685	10.10265399	10.03051623
ENSG00000006377	2.707915478	2.759465417	2.828035972	2.747403952	2.797652267	2.918798479	2.80328336	2.857023326
ENSG00000006432	5.903023674	5.820692609	5.600042036	5.636684627	5.882389519	5.789074328	5.508092783	5.615291234
ENSG00000006451	9.029181006	8.955782396	8.885427717	8.978147677	9.061812542	9.022999232	8.98942268	9.004721144
ENSG00000006453	6.077480379	6.159561449	6.16921783	6.184455585	6.08898536	6.122902157	6.161134646	6.276601138
ENSG00000006459	4.781159771	4.427820233	4.231379952	4.747233815	4.969777735	4.916855296	5.042545457	5.293961828
ENSG00000006468	3.33361792	3.524901112	3.496943993	3.427054644	3.355098195	3.325145332	3.450847115	3.435806773
ENSG00000006530	6.400946305	6.366446962	6.419092965	6.503908047	6.527049029	6.447283385	6.557541099	6.680998089
ENSG00000006534	5.904004687	5.881180689	5.826288691	5.909592217	5.767591677	5.836799735	5.736154362	5.690046353
ENSG00000006555	3.51696092	3.618899422	3.758701435	3.418019785	3.530766929	3.365675203	3.496257628	3.545548102
ENSG00000006576	6.140178672	6.176397688	6.518246776	6.45386254	6.360812183	6.270392784	6.621303394	6.683263215
ENSG00000006606	3.552087573	3.857958084	3.476837759	3.656294471	3.623340063	3.619362401	3.376430248	3.66477404
ENSG00000006607	6.04452342	6.081660044	6.06786399	6.140819621	6.131606589	6.136452737	6.226374087	6.434915259
ENSG00000006611	4.526041189	5.090607465	4.645111213	4.579538906	4.597606011	4.909133247	4.79664192	4.201928794
ENSG00000006625	11.69704498	11.63328756	11.72498945	11.736984	11.66019914	11.78029398	11.73792877	11.74042396
ENSG00000006634	9.213568818	9.041260059	9.268613139	9.276136485	9.503837176	9.549411115	9.589676287	9.566602077
ENSG00000006638	5.125728479	5.123704215	5.149752602	5.022161715	5.081113687	5.126503513	5.151658364	5.120119258
ENSG00000006652	7.087551093	7.021078666	7.094586419	7.195470706	7.376697121	7.401983465	7.474735496	7.426351023
ENSG00000006659	3.451698557	3.472555974	3.55560791	3.486240726	3.37388878	3.452420836	3.398146299	3.298876541
ENSG00000006695	7.024722242	6.978241107	6.953584606	6.801568494	7.215529388	7.13160784	7.220654117	7.069350274
ENSG00000006704	8.157164732	8.180329855	8.16832858	8.329231517	7.843140696	7.922900929	7.977819941	8.28342441
ENSG00000006712	7.862176071	7.867592744	7.840213706	7.92151013	7.785864399	7.837963657	7.981820927	8.175344789
ENSG00000006715	5.462983683	5.31202151	5.601539156	5.529183367	5.562866334	5.580910698	5.303009556	5.423479016
ENSG00000006740	5.458215091	5.342238053	5.352490241	5.349628906	5.329646063	5.346498998	5.337195073	5.34079886
ENSG00000006744	8.024845469	7.925942766	7.94721751	7.896654742	8.178216787	8.066386827	8.227872153	8.298675919
ENSG00000006747	3.341614628	3.220972165	3.528771566	3.610513995	3.178364629	3.320693011	3.259300609	3.236594834
ENSG00000006756	6.268325851	6.327484595	6.150406484	6.376345602	6.042488947	6.043379182	5.942554064	5.943921187
ENSG00000006757	6.622989979	6.610646536	6.285156962	6.453900192	6.548997109	6.562397289	6.301279111	6.356022555
ENSG00000006788	4.142379632	4.199535396	3.753369658	4.052635063	3.518938465	3.559900873	3.928857728	4.05277817
ENSG00000006831	10.32326089	10.4630238	10.42532849	10.36870096	10.0530842	10.06480997	9.836989664	9.893652247
ENSG00000007001	2.828350622	2.871016408	2.769088433	2.801553763	2.759982208	2.771359374	2.782553438	2.84719525
ENSG00000007038	3.227095841	3.348578794	3.389850825	3.263006102	3.405893779	3.425720479	3.321061693	3.10084461
ENSG00000007047	7.394582566	7.367415722	7.098815568	7.086913408	7.2183314	7.292131762	6.904051008	7.037875213
ENSG00000007062	3.532840157	3.27750474	3.224848903	3.781193062	3.188509068	3.013934945	2.828395507	2.707913807
ENSG00000007080	7.606384958	7.384554311	7.505484659	7.382028916	7.700806171	7.730935192	7.678771586	7.698176141
ENSG00000007129	3.554795958	3.86953499	3.71929446	3.715540662	3.61542573	3.739096424	3.661199093	3.701043738
ENSG00000007168	6.991464397	6.976106855	7.019589448	7.105983959	7.049505485	7.032781851	7.117014439	7.095322601
ENSG00000007171	5.841517307	5.998270595	5.821033416	5.639303457	6.103076525	5.63257858	6.068765123	6.052887133
ENSG00000007174	3.775698345	3.690512083	3.733297107	3.75986458	3.707078453	3.658924504	3.889094816	3.898547401
ENSG00000007202	7.501987261	7.605493213	7.365149032	7.268372328	7.434378944	7.378981745	7.425194056	7.481371254
ENSG00000007216	4.388326697	4.6066162	4.458653809	4.458247509	4.311127064	4.311565022	4.26352676	4.500400692
ENSG00000007237	4.203665146	4.310996138	4.155707901	4.06124416	4.036156609	4.157013397	4.204550943	4.108130157
