ENSG_ID	c_12h_rep2	c_12h_rep1	c_24h_rep2	c_24h_rep1	t_12h_rep1	t_12h_rep2	t_24h_rep1	t_24h_rep2
ENSG00000132326	5.725988821	5.685954848	5.984368047	5.864036091	5.68120105	5.702952997	5.584802925	5.879699329
ENSG00000132329	5.483433009	5.576287164	5.774887682	5.697020195	6.039448282	5.959562464	6.152470968	6.375945797
ENSG00000132334	4.261381744	4.427748151	4.350675194	4.376279596	4.357776777	4.470641667	4.316152729	4.187498427
ENSG00000132341	9.295249272	9.366169398	9.517232601	9.464690948	9.740292191	9.858727764	9.766142965	9.603034754
ENSG00000132356	6.235151576	6.164136511	6.403072732	6.291484558	6.171085678	6.171710747	6.260216072	6.275612423
ENSG00000132357	4.78650617	5.008271774	4.930336879	4.75012428	4.986391917	5.240889189	4.698561321	4.964719945
ENSG00000132359	6.490702291	6.072936431	6.401511161	6.598810686	6.342457469	6.355290242	6.369235311	6.22146157
ENSG00000132361	8.243527269	8.301473888	8.248793504	8.177061873	8.594525502	8.570580777	8.543485861	8.544804126
ENSG00000132376	7.000305978	7.055350288	7.008202386	6.864853958	6.811799646	6.799531852	6.542574502	6.625078319
ENSG00000132382	6.602237442	6.544421829	6.405900498	6.39878394	7.169900869	7.178986675	6.925038559	6.777264817
ENSG00000132383	8.931526577	8.927710253	9.209425574	9.081585995	9.014478807	8.935828127	9.14192379	9.266069493
ENSG00000132386	5.272619078	5.104904527	5.183057751	5.125197687	4.884317602	4.956557018	5.005633695	5.027428827
ENSG00000132388	8.64940244	8.606433037	8.779669831	8.655721177	8.578887773	8.550235875	8.620379623	8.69218571
ENSG00000132394	7.89486055	7.940031807	7.881212787	7.844469321	7.822306626	7.783872453	7.755013282	7.793582075
ENSG00000132405	7.605502783	7.730717261	7.386697168	7.652848307	7.612064326	7.636055834	7.72521761	7.759256646
ENSG00000132406	7.162927395	7.064301628	7.161434321	7.410996566	6.990617137	7.08888328	7.082040339	7.068037616
ENSG00000132423	8.103137559	8.178657525	8.128181835	8.180111221	8.373712395	8.318976729	8.537001918	8.599115829
ENSG00000132424	6.610231466	6.593766686	6.786726969	6.921219098	6.532122854	6.485121615	6.787653721	6.889175598
ENSG00000132429	4.232227305	4.701847808	4.622653875	4.286599181	4.731363725	4.913341213	5.086915985	4.881112252
ENSG00000132432	11.40837133	11.36334217	11.27662565	11.30873445	11.45851213	11.48730531	11.37566012	11.42596523
ENSG00000132434	6.736424886	6.750548769	6.687265796	6.723855472	6.761562835	6.781034487	6.855282199	6.953795876
ENSG00000132436	7.304966711	7.344644845	7.645844252	7.756879159	7.750687557	7.714171838	7.966793711	8.148537931
ENSG00000132437	3.976581111	3.898248668	3.930000003	3.963462432	4.036787471	4.078280221	3.939835791	3.826704169
ENSG00000132446	2.885077499	2.804766306	2.828078539	2.817394826	2.864508706	2.941257777	2.590523151	2.615473945
ENSG00000132463	8.085241031	8.043084617	8.071215001	8.089760867	8.384106748	8.396171192	8.281432105	8.431832188
ENSG00000132464	3.79550514	3.727345165	3.565120898	3.409184764	3.556383193	3.163073646	3.572042954	3.42205535
ENSG00000132465	2.408662541	2.413069519	2.443472359	2.452571203	2.471512092	2.40831931	2.475877478	2.502127905
ENSG00000132466	8.109219001	8.020092126	7.921883324	8.078223682	8.139876044	8.121706435	8.133168696	8.281998551
ENSG00000132467	9.077211716	9.126807265	9.056443277	9.186756847	9.318409878	9.408780375	9.470953331	9.574100751
ENSG00000132470	6.764852717	6.643435672	6.443225814	6.375997269	6.376909734	6.382346863	6.134376609	6.205557853
ENSG00000132471	7.432313535	7.460431999	7.226439356	7.034670879	7.189386819	7.078466744	6.771577767	6.892579102
ENSG00000132475	9.576292035	9.539021935	9.678623727	9.674504308	9.638476657	9.662899463	9.760275294	9.766725744
ENSG00000132478	7.303796332	7.36266381	7.48486254	7.479275039	7.416917819	7.208905853	7.486118979	7.584895048
ENSG00000132481	6.931443263	6.915002017	6.545971578	6.776627704	7.031680096	6.908139298	6.671948424	6.805343463
ENSG00000132485	8.192891407	8.251885911	8.500654489	8.397535255	8.404722651	8.414706705	8.634761006	8.698988386
ENSG00000132507	7.955148415	7.844381455	8.055818695	8.284719111	8.515271386	8.675362356	8.156319974	8.498653871
ENSG00000132510	6.083773601	6.106344186	5.890039218	5.820738754	5.937493498	5.890395516	5.610875215	5.564965099
ENSG00000132514	4.254355866	4.242730448	3.951151597	3.89552265	3.714004142	3.767471224	4.087101811	4.187156472
ENSG00000132517	5.449270192	5.403577322	5.621329843	5.489076287	5.452545965	5.407633211	5.319647986	5.370061576
ENSG00000132518	4.39424916	4.250634874	4.215408738	4.135195724	4.143911915	4.236553225	4.300344113	3.933403145
ENSG00000132530	3.879219792	4.001563536	4.036078013	3.858238114	3.853638473	3.780890369	3.754694054	3.651091796
ENSG00000132535	4.198336314	3.876682786	3.685174743	3.905272174	4.125080335	4.219884874	3.978802436	4.188828727
ENSG00000132541	10.20333667	10.2208736	10.23232845	10.18986694	10.22445887	10.27502246	10.17083545	10.38409162
ENSG00000132549	6.009387026	5.987429971	6.149327314	6.07426736	5.572665406	5.582301274	5.871839859	5.969983196
ENSG00000132554	5.113445495	4.613621148	4.889462604	4.932482076	5.678987144	5.672752545	5.266561862	5.620863922
ENSG00000132561	7.415435144	7.283731185	7.428617541	7.413483856	7.319184223	7.260636608	7.247716841	7.289779278
ENSG00000132563	5.993438711	6.012727747	6.078471618	5.888104756	5.792550512	5.875542151	5.938754084	5.969831288
ENSG00000132570	6.315090371	6.224215554	6.308982822	6.498389894	6.191804773	6.08822846	6.238511475	6.229759062
ENSG00000132581	8.711382302	8.728526796	8.767957085	8.806476448	8.684447807	8.616744514	8.629053339	8.746533854
ENSG00000132589	7.369258675	7.467652308	7.346628947	7.267094878	7.170110231	7.263450927	7.060844283	7.08933392
ENSG00000132591	7.599494902	7.673685295	7.258289105	7.50021195	7.628400544	7.675879594	7.617867818	7.730990507
ENSG00000132600	7.069608574	7.077952841	7.159776984	7.174899135	7.36065912	7.254367785	7.099505873	7.402282867
ENSG00000132603	8.262164342	8.18005724	8.097185707	8.142418877	8.700899348	8.762346654	8.702492265	8.433604916
ENSG00000132604	6.062195703	6.134196801	6.104558639	6.149391228	6.287725307	6.231350609	6.307089714	6.400762357
ENSG00000132612	8.905746645	8.990077656	8.59210126	8.805028824	8.986946416	9.027434567	8.881276848	8.91525333
ENSG00000132613	5.44926552	5.174807532	4.965399783	5.17840077	5.510319875	5.378134141	4.974617338	5.325751268
ENSG00000132622	4.338401343	4.43138715	4.3147899	4.404339749	4.339636354	4.418841513	4.433041094	4.427383047
ENSG00000132623	5.624944487	5.486975787	5.150541004	5.378102652	5.888031676	5.688744544	5.619015591	5.733250282
ENSG00000132631	3.924298094	3.514955156	3.766122745	3.814814454	3.849705469	3.806385147	3.801209732	3.848772556
ENSG00000132635	5.867909095	6.20165463	6.270046831	6.227458719	6.072615993	5.969453772	5.9291262	6.123227578
ENSG00000132639	4.557078212	4.574489096	4.624796314	4.700044488	4.354345494	4.272892035	4.236783615	4.239637464
ENSG00000132640	6.440526076	6.215406878	6.355928238	6.475501631	6.642110013	6.620923813	6.49378188	6.586528969
ENSG00000132646	11.63092338	11.52236606	11.66318562	11.6656599	11.69990656	11.68416276	11.75360006	11.56355449
ENSG00000132661	9.279333683	9.331242786	9.365731677	9.418683083	9.715001263	9.672901987	9.683925476	9.928890331
ENSG00000132664	7.835364135	7.453098817	7.761672108	7.760706018	8.099444471	8.082463381	8.017998495	7.931056408
ENSG00000132669	7.039675389	6.815223477	6.881877077	7.003413766	5.97752381	5.979373529	5.847448632	5.918489027
ENSG00000132670	6.173207757	6.137623043	6.210136485	6.19987125	6.171908971	6.234487087	5.99448362	6.122470381
ENSG00000132677	6.164743264	6.214193592	6.068974357	6.027328702	5.946807979	6.068993291	5.886200946	6.073124934
ENSG00000132680	8.251275944	8.27195291	8.23608316	8.388816029	8.205701628	8.070161933	8.325179257	8.25777954
ENSG00000132681	2.776108653	2.894360654	2.833020277	2.879763364	2.836678501	2.784715462	2.797510292	2.831302651
ENSG00000132688	4.86678356	4.782292002	5.003700651	4.980913334	4.964639605	4.929534753	4.864323285	5.119828308
ENSG00000132692	4.597251515	4.590095659	4.567448944	4.390862769	4.356160748	4.483781855	4.470466042	4.376591851
ENSG00000132693	3.092750762	3.287181264	3.061519302	2.998151744	3.141109148	3.057552389	3.380520142	3.049918439
ENSG00000132694	5.588947463	5.573158021	5.38071209	5.39648127	5.467636673	5.491682194	5.226186766	5.305211036
ENSG00000132698	9.698067606	9.750273339	9.476049997	9.604068058	9.709721534	9.732099166	9.377518237	9.484673066
ENSG00000132702	3.959488316	4.318945279	3.954867614	3.821709503	4.088703237	3.823967604	4.29870287	4.205875134
ENSG00000132703	4.574663896	4.710504875	4.491570123	4.695100133	4.614975396	4.646931676	4.35276616	4.543711024
ENSG00000132704	3.165675587	3.386342145	3.1610383	3.333877854	3.422573303	3.257229914	3.248011192	3.344176435
ENSG00000132716	6.823016182	6.782675644	6.654995287	6.67935345	6.773238661	6.788035357	6.577517064	6.715258548
ENSG00000132718	2.926523849	3.130301392	3.046020223	3.040024859	3.140492997	2.995919795	3.006257328	3.084546968
ENSG00000132740	5.891405543	5.945804063	5.89559649	5.770163624	5.843528829	5.896697083	5.647590075	5.718418371
ENSG00000132744	4.884920542	4.68571603	4.733043638	4.54362848	4.713166519	4.736193562	4.590971357	4.553048116
ENSG00000132746	7.682958197	7.629664106	7.379820129	7.179745302	7.446035253	7.493813493	6.978255049	7.126343113
ENSG00000132749	4.470589947	4.466857987	4.536039105	4.597606011	4.403846712	4.246806994	4.328112194	4.516888126
ENSG00000132763	5.836264274	6.006828037	5.959922792	5.607899367	5.980444051	5.981843468	5.988066564	6.261533455
ENSG00000132768	6.965853538	6.941801646	6.807844816	6.824045277	7.50476095	7.423423134	7.280941675	7.421356398
ENSG00000132773	7.046049603	7.007878703	6.871581136	6.98570633	7.17447396	7.123543695	7.23775325	7.203869067
ENSG00000132780	5.937322049	5.944609652	6.255213929	6.201983935	6.122542203	6.127619913	6.332017206	6.386615973
ENSG00000132781	7.138816902	7.169915254	7.220664376	7.183141799	7.243773556	7.182923039	7.100201889	7.355363614
ENSG00000132792	7.366462856	7.508216588	7.307205146	7.414731278	7.30233605	7.371410055	7.61575245	7.923643849
ENSG00000132793	5.543616009	5.885659084	5.485125974	5.405051377	5.452114582	5.582230612	5.498640138	5.654060752
ENSG00000132801	5.555984097	5.838126504	5.806587374	5.720425279	5.621788552	5.594684769	5.661041253	5.593361968
ENSG00000132819	7.072669787	7.136255357	6.989270995	7.032913787	7.361995776	7.339153181	7.267273927	7.394492887
ENSG00000132821	4.809413962	4.868461396	5.029800117	4.673393288	4.883977348	4.831348164	5.00636802	5.059803983
ENSG00000132823	8.203949922	8.317220381	8.40744007	8.47153991	8.021681106	8.116019538	8.289200995	8.369868305
ENSG00000132824	9.787847716	9.79597212	9.708460577	9.720821789	9.433202775	9.442392951	9.426967955	9.516560115
ENSG00000132825	7.70395607	7.666107794	7.727989185	7.847267039	7.68778674	7.759007049	7.82899076	8.023510317
ENSG00000132832	4.644011733	4.955338642	4.743846175	4.630918014	4.832755036	4.692763343	4.85316695	4.619305349
ENSG00000132837	2.392956748	2.525017958	2.508365287	2.484117186	2.342197657	2.453928304	2.698134886	2.382810627
ENSG00000132840	3.298408982	3.225901733	3.147138779	3.274067971	2.838812645	2.98330204	3.243958708	3.216070332
ENSG00000132842	8.175653517	8.10169383	8.178675847	8.092605545	7.979301597	8.034655473	8.1865951	8.201782637
ENSG00000132846	5.950997524	5.805628501	5.994857123	6.104294451	5.829631421	5.902219495	5.742747559	5.837317649
ENSG00000132849	4.721046745	4.640084275	4.651582151	4.750304004	4.526399691	4.605489481	4.638060574	4.527615826
ENSG00000132854	3.487328206	3.33338189	3.52136797	3.452328473	3.465964097	3.27417941	3.622057603	3.492184995
ENSG00000132855	2.530130303	2.65088247	2.56342622	2.524704044	2.664823849	2.496101003	2.630806842	2.453452334
ENSG00000132872	3.419709741	3.443584189	3.479671191	3.463852609	3.395059015	3.463852609	3.433848122	3.478830366
ENSG00000132874	3.202738198	3.519279323	3.266163901	3.015355836	3.35001478	3.174723696	3.08475533	3.254065293
ENSG00000132879	5.245965354	4.930703718	5.258419521	4.833856294	4.938535915	4.840257082	5.284968426	5.376956511
ENSG00000132881	5.364524372	5.75892109	5.47944053	5.516903763	5.41730381	5.490615039	5.355635065	5.498197996
ENSG00000132906	5.955474021	6.080298842	6.033769369	5.883549611	5.835648634	5.689001555	5.763008983	5.592060863
ENSG00000132911	4.337469665	4.403559077	4.643913587	4.218380542	4.252452259	4.203382024	4.170596035	3.634196563
ENSG00000132912	8.032977189	8.011086854	8.125928906	8.117390892	7.911306567	7.822677657	7.967454463	7.960290428
ENSG00000132915	4.557941189	4.791458806	4.770298783	4.270823047	4.791458806	4.796052314	4.975807425	5.00184295
ENSG00000132932	4.407428503	4.364119291	4.395603421	4.265195253	4.222312003	4.00170756	4.152678251	4.157506739
ENSG00000132938	3.192783918	3.332623445	3.383554579	3.287952959	3.236564558	3.038154671	3.339485999	3.132326535
ENSG00000132950	5.361755585	5.287809054	5.61185854	5.706274402	5.183710193	5.237060831	5.42472822	5.464715959
ENSG00000132952	7.28023099	7.444143143	7.388560758	7.400774896	7.468715804	7.37844278	7.669590247	7.702165918
ENSG00000132953	6.097547029	5.976873416	6.185376014	6.084105885	6.257188547	6.335935931	6.524573939	6.569373389
ENSG00000132963	8.457716589	8.455725319	8.428446684	8.441093019	8.487215074	8.506518788	8.487804941	8.49526009
ENSG00000132964	7.350052919	7.230193602	7.347816103	7.494072126	7.315250074	7.286679578	7.414883585	7.450730628
ENSG00000132965	3.418941912	3.386309995	3.758383875	3.350494941	3.674175215	3.297343196	3.608279483	3.542781889
ENSG00000132970	7.427622283	7.042470481	7.224532877	7.2268652	7.337208336	7.412889197	7.189935823	7.306481075
ENSG00000132972	2.992961964	3.091608906	3.018705702	3.099224336	3.02828548	2.995332858	3.016882298	3.073368651
ENSG00000132975	3.782776264	3.765868163	3.802469929	3.77111207	3.764744641	3.601401328	3.68095346	3.650970935
ENSG00000133019	3.082378664	3.239185165	3.032056328	3.04232279	3.058986767	3.071923634	2.994303338	2.974826983
ENSG00000133020	3.125851567	3.127742329	3.101483847	3.044937857	3.102634169	3.084876588	3.082666205	2.923909574
ENSG00000133026	7.545795453	7.532974973	7.67662633	7.654564054	7.397025795	7.352182888	7.468306179	7.715618859
ENSG00000133027	7.43162158	7.377717339	7.120773119	7.102529877	7.400700145	7.483380698	7.297150865	7.584436612
ENSG00000133028	7.902017945	7.979274869	7.825002007	7.904199579	8.274426899	8.161669741	8.296636951	8.425081278
ENSG00000133030	5.009763104	5.139092933	5.131206959	4.921756488	5.053856277	5.006975987	4.952979794	5.045509998
ENSG00000133048	3.264921137	3.121651154	3.076249347	3.002335763	2.978468703	3.033902672	3.10856879	3.159931263
ENSG00000133055	5.434097934	5.518817539	5.176721877	5.276286399	5.505276563	5.434182069	5.607811689	5.420163
ENSG00000133056	8.509020917	8.54736673	8.619048344	8.397367614	8.299570199	8.406179953	8.258590896	8.221565332
ENSG00000133059	6.240320294	6.126857648	6.143003333	6.283234892	6.07712949	6.11144283	6.118299181	6.265970418
ENSG00000133063	4.35347251	3.987908402	3.813729075	3.803108636	3.949154141	3.900751702	3.754780895	3.790917274
ENSG00000133065	7.140803998	7.097276183	7.256188056	7.081992823	7.015040196	7.213170647	6.833156156	7.058568011
ENSG00000133067	4.104665682	4.242103521	4.485618409	4.585369198	4.397834026	4.202481806	4.60900715	4.390136966
ENSG00000133069	5.308782183	5.404784696	5.305383862	5.402679628	5.372278467	5.405182845	5.19539111	5.071097878
ENSG00000133083	6.69721296	6.551351945	6.282287041	6.456494692	6.752512203	6.629812756	6.105362661	6.208535651
ENSG00000133101	3.546697366	3.808930031	3.249484352	3.497565818	3.875497796	4.01483671	3.97269451	4.412294649
ENSG00000133103	5.674985356	5.564158736	5.578584805	5.74960212	5.643538412	5.626207455	5.449070966	5.467227055
ENSG00000133104	4.324503946	4.353724152	4.43009747	4.307943502	4.416580227	4.341826369	4.304079083	4.380296624
ENSG00000133105	2.577769729	2.41204281	2.588245904	2.456196692	2.473411702	2.557677142	2.559101864	2.506969473
ENSG00000133106	3.55897299	3.579760783	3.377069186	3.419900538	3.541398677	3.399243661	3.376830478	3.317256709
ENSG00000133107	2.844228433	2.852295841	2.843786214	2.827538391	2.820905175	2.87287633	2.850590171	3.016233737
ENSG00000133110	2.412887302	2.546163774	2.561063521	2.377691114	2.569549076	2.495009683	2.424576733	2.308411069
ENSG00000133111	5.305057201	5.162288236	5.376289525	5.462542363	5.347677064	5.295006873	5.200885412	5.44136943
ENSG00000133112	12.18324933	12.11698885	12.16359106	12.27078536	12.14007792	12.10548489	12.09338177	11.96237463
ENSG00000133114	5.78377567	5.818913176	5.874413605	6.016574486	5.709149166	5.692726503	5.793738916	5.874643261
ENSG00000133115	3.072809862	3.229397028	2.862873468	3.015531248	2.964956493	3.009533864	2.98330204	2.699294697
ENSG00000133116	3.084428554	3.415759499	3.626059333	3.296786107	2.85684769	2.558885312	2.648550243	3.023038938
ENSG00000133119	8.384276196	8.424729361	8.712722035	8.731683397	8.876033016	8.823051801	9.029686485	9.046379305
ENSG00000133121	5.982972638	5.975046959	6.022050466	6.114599541	6.254126882	6.280860547	6.143217457	6.431465981
ENSG00000133124	3.63292234	3.886847732	3.729220171	4.144085674	3.764083138	3.855108614	3.623828558	3.359613847
ENSG00000133131	7.339947127	7.25799916	7.51022557	7.370456951	7.629744476	7.742606918	7.918504995	7.996843786
ENSG00000133134	7.065709431	6.7044516	6.943793541	7.044192407	6.86223753	6.774773763	6.51747854	6.464653458
ENSG00000133135	2.649483598	2.405412259	2.533959119	2.370618621	2.440402405	2.40458959	2.433588766	2.26993064
ENSG00000133138	3.5298872	3.478148139	3.709334718	3.740608093	3.59112637	3.547806048	3.343130033	3.54038588
ENSG00000133142	10.97302409	10.95766232	10.97531681	11.10498923	11.06839376	11.118787	10.92165369	10.92144362
ENSG00000133149	3.407403947	3.74258268	3.663693953	3.60212432	3.449606051	3.547792237	3.560561057	3.811989713
ENSG00000133169	3.491025686	3.536041845	3.451349691	3.376269507	3.433498533	3.519716794	3.219165022	3.506886831
ENSG00000133193	8.198406865	7.999031892	8.222580274	8.312852335	8.214184101	8.343814934	8.376662446	8.321523343
ENSG00000133195	6.98263667	7.141505405	6.945262106	7.026513634	6.992547183	6.969092291	6.926572748	6.935898732
ENSG00000133216	5.411449141	5.450014106	5.388832768	5.344904895	5.389473449	5.344752842	5.279092951	5.192448487
ENSG00000133226	9.267307966	9.350979537	9.257595339	9.136865049	9.415272989	9.489359276	9.375501696	9.209645642
ENSG00000133243	7.283236725	7.140109515	6.930789645	6.889336916	7.031642257	7.07293874	6.815320834	6.896119261
ENSG00000133246	4.607172947	4.228612649	4.194565444	4.100444968	4.447522329	4.415295781	4.53854558	4.506888097
ENSG00000133247	6.726092263	6.82277273	6.566433025	6.624776604	6.557958438	6.565847135	6.545174465	6.653326683
ENSG00000133250	5.93939223	5.780988517	6.056875004	5.650371192	5.844286305	6.117450648	5.510642292	5.216911505
ENSG00000133256	3.919103013	4.093992861	3.709782781	3.730411536	3.897267899	3.745845327	3.79745763	3.55778711
ENSG00000133265	7.636034516	7.549453834	7.412923105	7.522025518	7.88419762	7.877913794	7.921262782	7.939838628
ENSG00000133275	7.097976002	7.218700077	7.077294469	7.076907708	7.094458669	7.227549324	7.093897414	7.250665417
ENSG00000133302	5.707179173	5.832701119	5.925502551	6.130618619	6.124193109	6.057747339	6.368882838	6.481865532
ENSG00000133313	8.283176119	8.219035604	8.297597092	8.242169106	8.247214447	8.343842312	8.23423872	8.263466656
ENSG00000133315	6.773038571	6.672957872	6.681226461	6.714950583	6.819217778	6.777043478	6.440609881	6.311020953
ENSG00000133316	8.087396367	8.05606679	7.995519527	7.942357134	8.482746282	8.440468994	8.399710506	8.421847402
ENSG00000133317	3.928476977	3.935043323	3.814071216	3.774121373	3.768381415	3.836802117	3.947982589	4.142357578
ENSG00000133318	9.666866253	9.620384982	9.737088315	9.835842347	9.692121673	9.761859544	9.839765334	9.862361523
ENSG00000133321	5.264932312	5.112693965	5.458581849	5.217237441	4.938236869	4.922177344	5.342566008	5.268819201
ENSG00000133328	5.192484937	5.528340963	5.045325606	5.471138176	5.348672321	5.313669681	5.642098241	5.674600768
ENSG00000133392	4.319569025	4.333268913	4.388780128	4.451918005	4.312797194	4.149492354	4.455496537	4.456823356
ENSG00000133393	8.373022488	8.269744633	8.607103067	8.526081035	8.425276913	8.406372613	8.650200872	8.633418127
ENSG00000133398	7.888958897	8.052871981	8.130507498	8.121295737	8.165319548	8.158270989	8.246014514	8.420355083
ENSG00000133401	4.535880054	4.491670559	4.597101691	4.707431462	4.197781749	4.260298798	4.333838313	4.393427926
ENSG00000133422	6.643092643	6.651851413	6.588121512	6.61831115	6.892610783	6.971767183	6.992485759	7.04321884
ENSG00000133424	6.116419318	6.083582176	5.775109748	5.963385289	6.243829953	6.292958713	6.106177771	6.12648851
ENSG00000133454	3.463459823	3.309039849	3.472750549	3.426839981	3.103645198	3.357613252	3.519191067	3.511466088
ENSG00000133466	5.586582992	5.762346293	5.656001442	5.467510376	6.204119973	6.278667586	6.018584012	6.222615977
ENSG00000133477	3.965836525	3.898547401	4.019545372	3.700636155	3.857349341	3.980509746	3.676512164	4.020977424
ENSG00000133488	3.907270502	3.836100883	3.866599388	3.979746332	4.038515516	4.126206065	4.130849615	4.095526379
ENSG00000133519	4.406472252	4.828718293	4.884828046	4.339171525	4.608660608	4.624712722	4.234105687	4.646507584
ENSG00000133561	2.659983912	2.574312145	2.417693477	2.551847678	2.367218798	2.565359961	2.526731082	2.537436285
ENSG00000133574	3.022670091	2.862955166	2.754965426	2.861640893	2.643175349	2.776568084	2.801296612	2.68793561
ENSG00000133597	7.659983747	7.696814851	7.43904025	7.509116957	7.729193096	7.770488501	7.406312606	7.500494445
ENSG00000133606	8.27207278	8.209195265	8.277406625	8.405524469	8.052461264	8.035410233	8.147036716	8.291508852
ENSG00000133612	6.925858719	6.959288163	6.802780451	6.765228325	6.865047172	6.808594988	6.737936016	6.794360523
ENSG00000133619	5.93377316	6.224050022	5.762968316	5.77038733	5.739712093	5.833204521	5.728209942	5.71227618
ENSG00000133624	5.323135446	5.525276698	5.476732023	5.354523001	5.334666122	5.185472628	5.276095913	5.448074357
ENSG00000133627	6.502728539	6.546679315	6.488001122	6.539019513	6.965550481	6.867460047	6.837081043	6.969397257
ENSG00000133636	2.719249438	3.065046762	3.247408961	3.15619871	2.927630788	3.012411643	3.031440408	2.753444427
ENSG00000133639	10.13857837	10.08925831	10.31307381	10.30412519	9.626986785	9.686288933	9.521266524	9.500924785
ENSG00000133640	2.618373282	2.744249704	2.673630926	2.45847875	2.630264246	2.761647626	2.768941668	2.749152662
ENSG00000133641	7.270134338	7.175992443	7.173130818	7.33064044	7.440171395	7.383211986	7.286750893	7.226853117
ENSG00000133657	6.78073703	6.880287223	7.276326529	7.308547786	7.278142827	7.24371827	7.552095236	7.655657213
ENSG00000133661	3.867024867	3.793363173	3.782207686	3.799256704	3.62495644	3.934704404	3.734650467	3.542582363
ENSG00000133665	2.873286448	3.183393675	2.93391728	3.077749676	3.156276112	3.401575575	3.26815421	3.106644385
ENSG00000133678	6.297077258	6.165468874	6.179463984	6.165867413	6.28741469	6.211125332	6.13531433	6.172993663
ENSG00000133687	5.254485237	5.296207676	5.294158697	5.317961419	5.441498935	5.368112302	5.630839014	5.761391405
ENSG00000133703	4.442232619	4.414237541	4.601798674	4.479442637	4.353687835	4.402593519	4.449875675	4.410523454
ENSG00000133704	6.273891674	6.223020273	6.502235708	6.401491167	6.445295379	6.339293049	6.675471766	6.689555678
ENSG00000133706	7.199770297	7.29195107	7.400118349	7.331643307	7.410325173	7.403731981	7.579258702	7.682923359
ENSG00000133710	4.690305699	4.498803367	4.530512543	4.719806419	4.742756708	4.667905097	4.701910813	4.002745106
ENSG00000133731	6.917681353	6.833311957	6.925271802	6.815968645	7.052094531	6.975514712	7.19866639	7.25593342
ENSG00000133739	2.716899468	2.940866881	2.867259609	3.214004726	3.169895605	3.453739837	3.472542326	3.5215275
ENSG00000133740	5.94758707	5.774206837	5.600538973	5.451713358	6.020310802	5.893713135	5.813579719	5.994012102
ENSG00000133742	3.235081376	3.565836987	3.264812401	3.320327481	3.265493459	3.332806354	3.332806354	3.247336389
ENSG00000133773	8.765218095	8.71925965	8.82043937	9.017450949	9.118356907	9.06950329	9.199189436	9.290066104
ENSG00000133789	6.143824339	6.030374463	6.233583687	6.306877941	5.878650264	5.965907529	6.083034756	6.206569148
ENSG00000133794	6.493975994	6.395522845	6.482898448	6.541016235	5.977593742	5.995054521	6.267880906	6.376066166
ENSG00000133800	3.001101238	3.24198247	3.302512662	3.1644646	3.218574939	3.192972767	3.138000567	3.002460315
ENSG00000133805	4.941697222	4.945558776	4.872038483	4.546747179	4.86637819	4.902226062	4.740533611	4.878455849
ENSG00000133808	3.841050915	3.35895696	3.57885672	3.795451714	4.035137421	3.791306148	4.087101281	4.438283791
ENSG00000133812	4.700246102	4.645330647	4.734268185	4.882835606	4.614827223	4.60564374	4.570221505	4.640672517
ENSG00000133816	5.168464582	5.213340527	5.068508368	4.922330498	5.682223181	5.760097139	5.705381087	5.624712666
ENSG00000133818	7.808504397	7.773949714	7.827147299	8.034027678	7.808519435	7.847175474	8.085150836	8.005424836
ENSG00000133835	9.946801376	9.942587014	9.929531423	9.905279044	9.696408135	9.716267716	9.751007358	9.869420333
ENSG00000133858	6.028139921	6.263276454	6.225311751	6.308149354	6.13957148	6.022889422	6.119760705	6.304181235
ENSG00000133863	2.809400182	2.863435173	2.953838985	2.845986547	2.973389215	3.036055773	2.944685211	2.94420215
ENSG00000133872	10.89244869	10.81499719	10.94185276	11.01014897	10.8109866	10.78975341	10.82467925	10.75348324
ENSG00000133874	4.526134168	4.712054417	4.673190151	4.509747272	4.586016506	4.524389587	4.54655643	4.488886787
ENSG00000133878	5.444809271	5.720348482	5.684494978	5.53087968	5.454492773	5.395360325	5.504605157	5.197701118
ENSG00000133884	7.808502424	7.785261914	7.93657832	7.772235931	7.735151008	7.692114962	7.753320267	7.820379476
ENSG00000133895	7.831536588	7.902592049	7.593557986	7.554038049	7.947476433	7.998077301	7.701334426	7.785212793
ENSG00000133935	8.630002215	8.648544722	8.538116697	8.568700559	8.674774606	8.598265494	8.597416317	8.614983618
ENSG00000133937	5.811509253	5.607554605	5.901680611	5.44822629	5.935906049	5.870964245	5.800957388	5.802718712
ENSG00000133943	5.511325798	5.6023156	5.594259767	5.516140972	5.164499889	5.224712257	5.090062679	5.007205556
ENSG00000133958	4.842709569	4.679778619	4.698035469	4.764091694	4.617707277	4.90185695	4.679648128	4.51972674
ENSG00000133961	5.686086274	5.603365306	5.689455443	5.546779413	5.550557864	5.482678089	5.505158598	5.515984543
ENSG00000133962	2.816295756	2.854033791	2.77389501	2.790046874	2.758302415	2.703376857	2.772482576	2.760799291
ENSG00000133980	5.752952219	5.474299063	5.477825956	5.799042706	5.667175622	5.609401619	5.899133224	5.885098403
ENSG00000133983	6.259428637	6.261024867	6.226502917	6.32965418	6.280027045	6.306969297	6.249949812	6.076360219
ENSG00000133985	6.727327998	6.567064053	6.580904777	6.58726828	6.619613236	6.579415588	6.421652408	6.503147998
ENSG00000133997	7.3885978	7.335754096	7.476651891	7.554038049	7.403331749	7.419484453	7.607338314	7.654889576
ENSG00000134001	9.208263274	9.143474043	9.22506367	9.192788669	9.479934816	9.462978947	9.432473142	9.393851904
